age,married,sex,race,hispanic,hhinc,away,employ,numinc,violent,injury,medtreat,medexp,robbery,assault,pweight,pstrat,ppsu
79,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2210.12612,79,1
58,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2723.78077,79,1
20,0,1,1,1,10,1,1,1,0,0,0,0,0,0,2797.40976,75,1
46,1,0,1,1,10,1,1,0,0,0,0,0,0,0,2623.58697,75,1
45,1,1,1,1,10,1,1,0,0,0,0,0,0,0,2377.31545,75,1
25,0,1,4,2,10,1,1,0,0,0,0,0,0,0,2432.37938,75,1
58,1,1,1,1,4,0,0,0,0,0,0,0,0,0,2477.42852,79,1
79,1,0,1,1,4,0,0,0,0,0,0,0,0,0,2088.97332,79,1
52,0,0,1,1,.,1,0,0,0,0,0,0,0,0,2433.20957,75,1
60,1,1,1,1,7,0,0,0,0,0,0,0,0,0,2213.9888,79,1
77,1,0,1,1,7,0,0,0,0,0,0,0,0,0,2088.97332,79,1
32,0,0,1,1,7,0,0,0,0,0,0,0,0,0,2839.72642,79,1
25,1,1,1,1,10,1,1,0,0,0,0,0,0,0,2220.83413,75,1
25,1,0,1,1,10,1,1,0,0,0,0,0,0,0,2468.78431,75,1
37,0,1,1,1,12,0,1,0,0,0,0,0,0,0,2553.2091,79,1
30,0,0,1,2,.,0,1,0,0,0,0,0,0,0,2352.55389,75,1
20,1,1,1,2,.,1,1,0,0,0,0,0,0,0,2797.07609,79,1
79,1,0,1,2,.,1,1,0,0,0,0,0,0,0,2088.97332,79,1
43,1,1,1,2,9,0,0,0,0,0,0,0,0,0,2308.73968,75,1
48,1,0,1,2,9,0,1,0,0,0,0,0,0,0,2584.05543,75,1
57,0,1,1,2,9,1,0,0,0,0,0,0,0,0,2394.06267,75,1
74,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2022.66829,75,1
45,0,0,1,2,8,1,1,0,0,0,0,0,0,0,2584.05543,75,1
27,1,1,1,2,12,0,1,0,0,0,0,0,0,0,2414.07944,78,1
30,1,0,1,2,12,1,1,0,0,0,0,0,0,0,2519.22722,78,1
73,0,0,1,2,10,0,0,0,0,0,0,0,0,0,2261.0427,75,1
73,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2022.66829,75,1
28,0,0,1,1,14,1,1,0,0,0,0,0,0,0,2412.47721,78,1
57,0,0,1,2,.,0,0,0,0,0,0,0,0,0,2493.81607,75,1
25,1,0,4,2,12,1,1,0,0,0,0,0,0,0,2515.48353,78,1
44,1,1,1,2,14,1,0,0,0,0,0,0,0,0,2308.73968,75,1
48,1,0,1,2,14,0,1,0,0,0,0,0,0,0,2584.05543,75,1
14,0,1,1,2,14,1,0,0,0,0,0,0,0,0,3060.48104,75,1
56,1,0,4,2,14,0,1,0,0,0,0,0,0,0,2523.57748,78,1
56,1,1,1,2,14,0,0,0,0,0,0,0,0,0,2477.42852,78,1
28,0,0,1,2,14,1,0,0,0,0,0,0,0,0,2719.39554,78,1
15,0,1,4,2,14,0,0,0,0,0,0,0,0,0,2798.32426,78,1
64,1,0,4,2,1,1,0,0,0,0,0,0,0,0,2348.15897,78,1
64,1,1,4,2,1,1,0,0,0,0,0,0,0,0,2170.51171,78,1
22,0,1,4,2,1,1,0,0,0,0,0,0,0,0,3425.98711,78,1
53,1,0,1,2,.,0,1,0,0,0,0,0,0,0,2467.86527,78,1
15,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2798.32426,78,1
19,0,0,1,2,.,1,1,0,0,0,0,0,0,0,3253.13364,78,1
45,1,1,2,2,.,1,1,0,0,0,0,0,0,0,2512.43767,78,1
48,1,0,1,1,.,1,1,1,0,0,0,0,0,0,2523.45687,78,1
53,1,1,4,2,.,1,1,0,0,0,0,0,0,0,2224.07405,78,1
20,0,0,4,1,.,1,1,0,0,0,0,0,0,0,4089.88311,78,1
34,0,0,2,2,.,0,1,0,0,0,0,0,0,0,3808.656,78,1
39,0,0,2,2,.,0,0,0,0,0,0,0,0,0,2847.92593,78,1
27,0,0,1,1,8,0,1,0,0,0,0,0,0,0,2931.99112,75,1
27,0,1,1,1,8,1,1,0,0,0,0,0,0,0,2220.83413,75,1
39,0,1,2,2,4,1,1,0,0,0,0,0,0,0,3192.83082,78,1
18,0,0,1,1,.,1,1,1,1,0,0,0,1,0,3716.3515,75,1
33,0,1,1,1,.,0,0,0,0,0,0,0,0,0,2198.54742,75,1
16,0,1,1,1,.,0,0,0,0,0,0,0,0,0,3303.68356,75,1
12,0,0,1,1,.,0,0,0,0,0,0,0,0,0,2663.10401,75,1
18,0,1,1,1,.,0,0,0,0,0,0,0,0,0,2692.57391,78,1
26,0,0,1,1,.,1,1,0,0,0,0,0,0,0,2719.39554,78,1
48,1,1,4,1,.,0,1,0,0,0,0,0,0,0,2348.16735,78,1
18,0,1,4,1,.,1,0,0,0,0,0,0,0,0,3352.72349,78,1
16,0,1,4,2,.,0,0,0,0,0,0,0,0,0,3064.02153,78,1
24,0,1,4,1,.,0,1,0,0,0,0,0,0,0,3425.98711,78,1
49,1,0,4,1,.,0,1,0,0,0,0,0,0,0,2523.45687,78,1
43,0,0,1,1,5,0,0,0,0,0,0,0,0,0,2714.52954,78,1
33,.,0,1,.,.,0,0,0,0,0,0,0,0,0,2352.55389,75,1
54,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2467.86527,78,1
29,0,1,1,1,.,0,1,1,1,0,0,0,0,0,2220.83413,75,1
25,1,1,4,2,10,1,0,0,0,0,0,0,0,0,2432.37938,75,1
30,0,0,1,2,.,1,1,0,0,0,0,0,0,0,2519.22722,78,1
45,1,0,1,2,12,1,1,0,0,0,0,0,0,0,2584.05543,75,1
45,1,1,1,2,12,0,1,0,0,0,0,0,0,0,2341.49466,75,1
23,0,0,1,2,12,1,1,0,0,0,0,0,0,0,3233.48952,78,1
27,1,1,2,2,9,1,1,0,0,0,0,0,0,0,3196.05749,75,1
48,0,1,1,1,8,1,1,0,0,0,0,0,0,0,2210.11141,78,1
47,0,0,1,1,8,1,1,0,0,0,0,0,0,0,2728.87409,78,1
38,0,1,1,1,.,1,1,0,0,0,0,0,0,0,2784.74276,79,2
57,1,1,1,1,.,1,0,0,0,0,0,0,0,0,2291.94545,79,2
60,1,0,1,1,.,1,1,0,0,0,0,0,0,0,2572.95589,79,2
63,1,0,1,1,14,1,1,0,0,0,0,0,0,0,2210.10352,78,1
58,1,1,1,1,14,1,0,0,0,0,0,0,0,0,2431.33338,78,1
33,1,1,1,1,.,0,1,0,0,0,0,0,0,0,2232.18136,79,2
12,0,1,1,1,.,0,0,0,0,0,0,0,0,0,2513.39502,79,2
37,1,0,1,1,.,0,1,0,0,0,0,0,0,0,2594.16779,79,2
52,1,1,1,2,13,0,0,0,0,0,0,0,0,0,2093.31393,78,1
56,1,0,1,2,13,0,1,0,0,0,0,0,0,0,2476.6237,78,1
62,0,0,1,2,11,1,0,0,0,0,0,0,0,0,2680.86596,76,2
63,0,0,1,2,11,0,0,0,0,0,0,0,0,0,2941.89647,76,2
57,0,1,1,2,.,0,0,1,0,0,0,0,0,0,2431.33338,78,1
87,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2553.10231,78,1
73,1,1,1,1,9,0,0,0,0,0,0,0,0,0,2053.61159,76,2
74,1,0,1,1,9,0,0,0,0,0,0,0,0,0,2295.63271,76,2
74,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2387.01589,78,1
61,0,1,1,1,.,0,1,0,0,0,0,0,0,0,2389.93877,76,2
35,0,0,1,1,.,0,1,0,0,0,0,0,0,0,3253.61675,76,2
34,0,0,1,2,.,1,1,0,0,0,0,0,0,0,2472.35437,78,1
35,1,1,1,1,.,0,0,0,0,0,0,0,0,0,2490.68471,76,2
40,1,0,1,1,.,1,1,0,0,0,0,0,0,0,2612.58337,76,2
41,.,1,2,2,.,0,0,0,0,0,0,0,0,0,3690.68383,78,1
34,.,0,2,.,.,0,0,0,0,0,0,0,0,0,3766.80263,78,1
51,1,1,1,2,.,1,1,1,0,0,0,0,0,0,2318.88778,75,2
35,1,0,1,2,.,1,1,0,0,0,0,0,0,0,3253.61675,75,2
55,1,0,1,2,.,1,1,0,0,0,0,0,0,0,2531.96711,75,2
69,1,0,1,2,.,1,0,0,0,0,0,0,0,0,2293.06602,78,1
71,1,1,1,2,.,1,0,0,0,0,0,0,0,0,2004.19773,78,1
69,0,1,1,2,11,0,0,0,0,0,0,0,0,0,2250.6362,75,2
36,0,1,1,2,11,1,1,1,1,0,0,0,1,0,2505.70399,78,1
33,0,1,1,2,8,1,0,0,0,0,0,0,0,0,2232.18136,75,2
90,0,1,1,2,8,0,0,0,0,0,0,0,0,0,2495.22677,75,2
57,0,1,1,2,8,0,1,0,0,0,0,0,0,0,2431.33338,78,1
38,1,1,1,1,.,1,1,0,0,0,0,0,0,0,2490.68471,75,2
38,1,0,1,2,.,1,1,0,0,0,0,0,0,0,2594.16779,75,2
23,0,0,1,1,10,1,1,0,0,0,0,0,0,0,3707.56682,78,1
17,0,1,1,1,10,1,1,0,0,0,0,0,0,0,2883.87833,78,1
16,0,1,1,1,10,1,1,0,0,0,0,0,0,0,2883.87833,78,1
14,0,1,1,1,10,1,0,0,0,0,0,0,0,0,2746.25853,78,1
57,0,1,1,1,14,1,1,0,0,0,0,0,0,0,2291.94545,75,2
56,0,1,1,2,12,0,1,0,0,0,0,0,0,0,2431.33338,78,1
29,0,1,1,1,13,1,1,0,0,0,0,0,0,0,2764.4535,75,2
53,1,0,1,1,13,1,1,0,0,0,0,0,0,0,2710.97455,75,2
80,0,0,1,1,13,0,0,0,0,0,0,0,0,0,2360.43554,75,2
12,0,1,1,1,13,0,0,0,0,0,0,0,0,0,2513.39502,75,2
48,1,1,1,1,13,1,1,0,0,0,0,0,0,0,2657.98877,75,2
35,1,1,1,2,10,0,1,0,0,0,0,0,0,0,2505.70399,78,1
38,1,0,1,2,10,0,1,0,0,0,0,0,0,0,2514.62584,78,1
59,.,1,1,1,.,1,0,0,0,0,0,0,0,0,2291.94545,75,2
74,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2004.19773,78,1
64,1,1,1,1,13,0,0,0,0,0,0,0,0,0,2346.1899,75,2
28,1,0,1,2,13,1,1,0,0,0,0,0,0,0,2367.59056,78,1
27,1,1,1,2,13,1,1,0,0,0,0,0,0,0,2369.16298,78,1
55,1,1,1,2,13,1,1,0,0,0,0,0,0,0,2291.94545,75,2
20,0,0,1,2,13,0,1,1,0,0,0,0,0,0,3245.31975,75,2
18,0,0,1,2,13,1,1,0,0,0,0,0,0,0,3773.20519,75,2
24,0,0,1,1,12,1,1,0,0,0,0,0,0,0,3707.56682,78,1
53,1,1,1,2,9,0,1,0,0,0,0,0,0,0,2318.88778,75,2
18,0,1,1,2,9,1,1,0,0,0,0,0,0,0,3139.92076,75,2
55,1,0,1,2,9,1,1,0,0,0,0,0,0,0,2531.96711,75,2
26,0,0,1,1,12,1,1,0,0,0,0,0,0,0,2668.79836,78,1
29,0,0,1,1,12,1,1,0,0,0,0,0,0,0,2668.79836,78,1
70,1,0,1,2,8,1,1,0,0,0,0,0,0,0,2295.63271,75,2
71,1,1,1,2,8,0,0,0,0,0,0,0,0,0,2053.61159,75,2
37,0,1,4,2,3,1,1,0,0,0,0,0,0,0,2632.96909,78,1
18,0,1,4,2,3,0,0,1,0,0,0,0,0,0,3315.88037,78,1
68,0,1,1,1,.,0,0,0,0,0,0,0,0,0,2250.6362,75,2
34,0,1,1,1,3,1,0,0,0,0,0,0,0,0,2127.96972,78,1
15,0,1,1,1,3,1,0,0,0,0,0,0,0,0,2746.25853,78,1
17,0,0,1,1,3,0,1,0,0,0,0,0,0,0,2796.88058,78,1
44,0,1,1,1,2,1,1,0,0,0,0,0,0,0,2354.30358,78,1
26,0,1,1,1,3,0,1,0,0,0,0,0,0,0,2254.80901,75,2
28,0,0,1,1,3,0,1,0,0,0,0,0,0,0,2976.84547,75,2
76,0,1,1,1,.,1,0,0,0,0,0,0,0,0,2169.00443,78,1
81,1,1,1,1,4,1,0,0,0,0,0,0,0,0,2169.00443,78,1
83,1,0,1,1,4,1,0,0,0,0,0,0,0,0,2050.1058,78,1
52,1,0,1,1,11,0,1,0,0,0,0,0,0,0,2470.43343,75,2
47,1,1,1,1,11,0,1,0,0,0,0,0,0,0,2377.31545,75,2
23,0,0,1,1,11,1,1,0,0,0,0,0,0,0,3375.68252,75,2
31,0,1,1,1,3,0,0,0,0,0,0,0,0,0,2127.96972,78,1
46,0,1,1,2,14,1,1,0,0,0,0,0,0,0,2377.31545,75,2
38,1,1,1,2,.,0,0,0,0,0,0,0,0,0,2505.70399,79,1
13,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2294.41709,79,1
12,0,0,1,2,.,0,0,0,0,0,0,0,0,0,2405.65273,79,1
48,1,0,1,2,.,1,1,0,0,0,0,0,0,0,2375.09512,79,1
31,1,1,1,2,14,0,1,0,0,0,0,0,0,0,2232.18136,75,2
57,1,1,1,2,5,1,0,0,0,0,0,0,0,0,2431.33338,79,1
66,1,0,1,2,5,1,0,0,0,0,0,0,0,0,2293.06602,79,1
61,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2572.95589,75,2
31,1,0,4,2,.,0,0,0,0,0,0,0,0,0,2597.92564,79,1
22,0,0,1,1,14,1,1,0,0,0,0,0,0,0,3777.8578,79,2
18,0,0,1,1,14,0,1,0,0,0,0,0,0,0,3253.13364,79,2
38,0,1,1,2,5,1,1,0,0,0,0,0,0,0,2453.15571,75,2
12,0,1,1,2,5,1,0,0,0,0,0,0,0,0,2475.52383,75,2
44,1,0,1,1,.,1,1,1,0,0,0,0,0,0,2714.52954,79,2
35,1,1,1,1,.,1,1,0,0,0,0,0,0,0,2553.2091,79,2
45,1,0,1,2,12,1,1,0,0,0,0,0,0,0,2584.05543,75,2
40,1,1,1,2,12,1,1,0,0,0,0,0,0,0,2308.73968,75,2
79,1,0,2,1,13,0,0,0,0,0,0,0,0,0,2402.44122,79,2
50,1,1,1,2,13,1,0,0,0,0,0,0,0,0,2224.07405,79,2
68,.,1,1,2,.,1,1,0,0,0,0,0,0,0,2216.72419,75,2
49,1,0,1,2,12,0,1,0,0,0,0,0,0,0,2420.12405,79,2
51,1,1,1,2,12,0,1,0,0,0,0,0,0,0,2133.00063,79,2
16,0,0,1,2,12,1,0,0,0,0,0,0,0,0,2849.90604,79,2
34,0,0,1,2,.,1,1,0,0,0,0,0,0,0,2352.55389,75,2
40,1,0,2,2,14,1,1,0,0,0,0,0,0,0,3106.49025,79,2
44,1,1,2,2,14,1,1,0,0,0,0,0,0,0,3412.8136,79,2
23,0,0,1,2,.,1,0,0,0,0,0,0,0,0,3324.8186,75,2
84,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2147.85416,75,2
23,0,1,1,1,11,1,1,1,1,0,0,0,0,0,2751.41196,79,2
24,0,1,2,2,11,1,0,0,0,0,0,0,0,0,3885.28222,79,2
37,1,0,4,2,14,0,1,1,1,0,0,0,1,0,2798.46328,75,2
39,1,1,4,2,14,1,1,1,0,0,0,0,0,0,2686.83072,75,2
35,0,0,1,1,.,1,1,0,0,0,0,0,0,0,2555.07953,75,2
44,1,0,4,2,.,1,1,0,0,0,0,0,0,0,2830.4327,79,2
28,1,1,4,2,.,1,0,0,0,0,0,0,0,0,2517.15417,79,2
25,0,1,1,2,6,1,1,0,0,0,0,0,0,0,2220.83413,75,2
62,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2252.0044,78,2
21,0,0,1,1,3,0,1,0,0,0,0,0,0,0,3196.4201,75,2
25,0,1,1,2,3,1,1,0,0,0,0,0,0,0,2220.83413,75,2
42,1,1,4,2,13,0,1,0,0,0,0,0,0,0,2501.36658,78,2
39,1,0,4,2,13,0,1,0,0,0,0,0,0,0,2671.70345,78,2
27,0,0,1,1,8,0,1,1,0,0,0,0,0,0,2468.78431,75,2
53,1,1,1,1,10,0,0,0,0,0,0,0,0,0,2133.00063,78,2
50,1,0,1,1,10,1,1,0,0,0,0,0,0,0,2467.86527,78,2
25,0,1,1,1,10,0,1,0,0,0,0,0,0,0,2926.78473,78,2
20,0,0,1,1,.,0,1,0,0,0,0,0,0,0,2753.72958,75,2
22,0,0,1,1,.,1,1,0,0,0,0,0,0,0,3324.8186,75,2
23,0,0,1,1,.,1,1,0,0,0,0,0,0,0,3324.8186,75,2
19,0,0,1,1,.,1,1,0,0,0,0,0,0,0,3716.3515,75,2
50,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2467.86527,78,2
49,1,1,4,2,14,1,1,0,0,0,0,0,0,0,2252.01244,78,2
21,0,1,4,2,14,1,1,0,0,0,0,0,0,0,3340.2281,78,2
25,0,0,4,2,14,1,1,0,0,0,0,0,0,0,2719.39554,78,2
22,0,0,1,2,14,1,0,0,0,0,0,0,0,0,3777.8578,78,2
29,0,0,1,1,.,1,1,0,0,0,0,0,0,0,2468.78431,75,2
40,0,0,1,1,.,1,1,0,0,0,0,0,0,0,3227.34097,75,2
24,0,0,1,2,13,1,1,0,0,0,0,0,0,0,3294.79257,78,2
40,1,0,1,1,6,0,0,0,0,0,0,0,0,0,2573.21763,75,2
40,1,1,1,1,6,0,1,0,0,0,0,0,0,0,2308.73968,75,2
55,1,0,4,2,.,1,1,0,0,0,0,0,0,0,2631.32749,78,2
36,0,1,1,1,.,0,1,0,0,0,0,0,0,0,2453.15571,75,2
28,1,1,1,2,13,1,1,0,0,0,0,0,0,0,2414.07944,78,2
28,0,0,1,2,13,1,1,0,0,0,0,0,0,0,2412.47721,78,2
46,0,1,2,2,.,1,1,0,0,0,0,0,0,0,2455.23638,75,2
23,1,1,1,1,.,1,0,0,0,0,0,0,0,0,2751.41196,78,2
36,1,0,1,1,.,1,1,0,0,0,0,0,0,0,2562.30009,78,2
82,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2210.12612,78,2
48,1,0,1,1,.,0,1,0,0,0,0,0,0,0,2420.12405,78,2
57,0,1,1,2,13,1,1,0,0,0,0,0,0,0,2257.411,76,1
39,0,0,1,2,13,1,1,0,0,0,0,0,0,0,3204.59208,76,1
64,0,1,1,2,.,0,1,0,0,0,0,0,0,0,2081.63161,78,2
79,0,1,1,2,8,0,0,1,0,0,0,0,0,0,2147.85416,76,1
74,0,1,1,1,.,0,0,0,0,0,0,0,0,0,2403.83672,78,2
53,0,1,1,1,.,1,1,0,0,0,0,0,0,0,2345.10342,78,2
12,0,1,1,1,.,1,0,1,0,0,0,0,0,0,2337.91646,78,2
19,1,1,1,1,.,1,0,0,0,0,0,0,0,0,2692.57391,78,2
28,1,0,1,1,.,1,1,0,0,0,0,0,0,0,2412.47721,78,2
36,1,0,1,1,.,1,1,0,0,0,0,0,0,0,2943.96392,78,2
43,1,1,1,2,13,0,0,0,0,0,0,0,0,0,2308.73968,76,1
47,1,0,1,2,13,1,1,0,0,0,0,0,0,0,2584.05543,76,1
39,1,1,1,1,8,1,0,0,0,0,0,0,0,0,2553.2091,78,2
45,1,0,1,1,8,1,1,0,0,0,0,0,0,0,2420.12405,78,2
22,0,0,1,1,8,1,1,0,0,0,0,0,0,0,3777.8578,78,2
14,0,1,1,1,8,0,0,0,0,0,0,0,0,0,2798.32426,78,2
72,1,1,1,2,8,1,0,0,0,0,0,0,0,0,2053.61159,75,1
30,1,0,1,1,5,1,1,0,0,0,0,0,0,0,2519.22722,78,2
27,1,1,1,1,5,1,0,0,0,0,0,0,0,0,2414.07944,78,2
26,0,1,1,1,5,1,1,0,0,0,0,0,0,0,2926.78473,78,2
23,0,1,1,1,5,0,0,0,0,0,0,0,0,0,3285.69665,78,2
31,1,1,1,1,5,1,1,0,0,0,0,0,0,0,2628.82265,78,2
41,1,1,4,2,12,1,1,0,0,0,0,0,0,0,2381.55111,75,1
45,1,0,1,2,.,1,1,0,0,0,0,0,0,0,2728.87409,78,2
35,1,0,1,2,.,0,1,0,0,0,0,0,0,0,2514.62584,78,2
44,1,1,4,2,14,1,0,0,0,0,0,0,0,0,2381.55111,75,1
14,0,0,4,2,14,1,0,0,0,0,0,0,0,0,2499.27881,75,1
13,0,0,4,2,14,1,0,0,0,0,0,0,0,0,2747.09114,75,1
50,0,1,1,2,14,1,1,0,0,0,0,0,0,0,2093.31393,78,2
57,1,1,4,2,13,1,1,0,0,0,0,0,0,0,2328.60366,75,1
25,0,0,4,2,13,1,1,0,0,0,0,0,0,0,3024.45823,75,1
49,1,0,4,2,13,1,0,0,0,0,0,0,0,0,2665.54958,75,1
24,1,1,1,1,.,0,1,0,0,0,0,0,0,0,2700.21908,78,2
41,0,1,2,2,12,1,1,0,0,0,0,0,0,0,2483.30368,75,1
19,0,1,2,2,12,1,1,1,1,0,0,0,0,0,4668.59467,75,1
17,.,0,2,.,12,1,0,0,0,0,0,0,0,0,3234.72556,75,1
30,1,0,1,2,.,0,1,0,0,0,0,0,0,0,2472.35437,78,2
30,1,1,1,2,.,0,0,0,0,0,0,0,0,0,2127.96972,78,2
35,1,1,2,2,.,1,1,0,0,0,0,0,0,0,2684.13628,75,1
13,0,1,2,2,.,0,0,0,0,0,0,0,0,0,2918.37544,75,1
31,1,1,2,2,13,0,1,0,0,0,0,0,0,0,2245.78033,78,2
40,1,1,1,1,.,0,1,0,0,0,0,0,0,0,2354.30358,78,2
43,1,0,1,1,.,0,1,0,0,0,0,0,0,0,2664.0229,78,2
21,0,1,1,1,6,1,0,0,0,0,0,0,0,0,2797.40976,75,1
18,0,0,1,1,6,1,0,0,0,0,0,0,0,0,3250.63241,75,1
44,1,0,1,1,6,1,0,0,0,0,0,0,0,0,3276.71366,75,1
41,1,1,1,1,6,1,1,0,0,0,0,0,0,0,2620.80637,75,1
16,0,1,1,1,6,1,0,0,0,0,0,0,0,0,3354.22415,75,1
14,0,0,1,1,6,0,0,0,0,0,0,0,0,0,2459.93373,75,1
86,0,1,1,2,6,1,0,0,0,0,0,0,0,0,2169.00443,78,2
59,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2291.94545,75,1
53,1,0,1,1,2,1,1,0,0,0,0,0,0,0,2470.43343,75,1
51,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2421.94807,78,2
51,1,1,1,2,14,1,1,0,0,0,0,0,0,0,2093.31393,78,2
37,1,1,1,1,3,0,1,0,0,0,0,0,0,0,2490.68471,75,1
13,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2703.84485,75,1
16,0,1,1,1,3,0,1,0,0,0,0,0,0,0,3354.22415,75,1
31,1,0,1,1,3,0,1,0,0,0,0,0,0,0,2388.54386,75,1
67,1,1,1,2,.,0,0,0,0,0,0,0,0,0,2056.41461,78,2
22,1,1,1,1,6,1,1,0,0,0,0,0,0,0,2701.18418,75,1
38,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2514.62584,78,2
37,1,1,1,2,14,1,1,0,0,0,0,0,0,0,2505.70399,78,2
51,1,1,1,1,10,0,1,0,0,0,0,0,0,0,2093.31393,78,2
40,1,0,1,2,10,0,1,0,0,0,0,0,0,0,2664.0229,78,2
30,1,1,2,2,.,0,1,0,0,0,0,0,0,0,2425.10656,75,1
30,1,0,2,2,.,1,1,0,0,0,0,0,0,0,3868.5638,75,1
32,.,0,1,1,.,1,1,0,0,0,0,0,0,0,2786.89035,78,2
17,0,1,1,1,.,0,1,0,0,0,0,0,0,0,2883.87833,78,2
14,0,1,1,1,.,1,0,0,0,0,0,0,0,0,2746.25853,78,2
67,0,1,2,2,4,1,0,0,0,0,0,0,0,0,2154.58482,75,1
41,0,1,1,1,7,0,1,0,0,0,0,0,0,0,2354.30358,78,2
17,0,0,1,1,7,0,1,0,0,0,0,0,0,0,2796.88058,78,2
53,1,1,1,2,14,1,1,0,0,0,0,0,0,0,2318.88778,75,1
21,0,1,1,2,14,1,1,0,0,0,0,0,0,0,2797.40976,75,1
17,0,1,1,2,14,1,0,0,0,0,0,0,0,0,3354.22415,75,1
35,1,1,1,1,.,0,0,1,0,0,0,0,0,0,2505.70399,78,2
40,1,1,1,2,.,1,1,0,0,0,0,0,0,0,2344.05936,75,1
33,1,1,1,1,4,0,0,0,0,0,0,0,0,0,2127.96972,78,2
41,1,0,1,1,4,1,1,0,0,0,0,0,0,0,2664.0229,78,2
63,1,0,1,2,10,1,0,0,0,0,0,0,0,0,2680.86596,75,1
58,1,1,1,2,10,1,0,0,0,0,0,0,0,0,2291.94545,75,1
38,1,1,1,1,7,1,1,0,0,0,0,0,0,0,2505.70399,78,2
38,1,0,1,1,7,1,1,1,1,0,0,0,0,0,2514.62584,78,2
83,1,0,1,2,8,1,1,0,0,0,0,0,0,0,2360.43554,75,1
80,1,1,1,2,8,1,0,1,0,0,0,0,0,0,2180.71258,75,1
24,0,0,1,1,.,1,1,0,0,0,0,0,0,0,3707.56682,78,2
25,0,0,1,1,.,1,1,0,0,0,0,0,0,0,2367.59056,78,2
25,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2220.83413,75,1
38,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2505.70399,78,2
48,1,0,1,2,14,0,0,0,0,0,0,0,0,0,2830.19928,75,1
42,1,1,2,2,14,0,0,0,0,0,0,0,0,0,2636.69614,75,1
22,0,1,1,1,12,1,0,0,0,0,0,0,0,0,2700.21908,78,2
22,0,0,1,1,12,1,1,0,0,0,0,0,0,0,3233.48952,78,2
27,0,1,2,2,11,0,1,0,0,0,0,0,0,0,3196.05749,75,1
44,0,1,1,1,10,1,1,0,0,0,0,0,0,0,2354.30358,78,2
27,0,0,2,2,8,1,1,0,0,0,0,0,0,0,3663.69904,75,1
36,1,0,1,1,5,1,1,0,0,0,0,0,0,0,2514.62584,78,2
36,1,1,1,1,5,1,0,0,0,0,0,0,0,0,2505.70399,78,2
15,0,1,1,1,5,1,0,0,0,0,0,0,0,0,2746.25853,78,2
23,0,1,1,2,14,1,1,0,0,0,0,0,0,0,2660.48342,75,1
47,1,1,1,2,14,1,1,0,0,0,0,0,0,0,2341.49466,75,1
49,0,0,1,1,10,0,1,0,0,0,0,0,0,0,2375.09512,78,2
21,0,0,1,1,10,0,0,0,0,0,0,0,0,0,3849.42637,78,2
42,1,1,1,2,.,1,1,1,0,0,0,0,0,0,2308.73968,75,1
44,1,0,1,2,.,1,0,0,0,0,0,0,0,0,2573.21763,75,1
15,0,0,1,2,.,0,0,1,0,0,0,0,0,0,2422.86807,75,1
24,0,0,1,2,.,1,1,0,0,0,0,0,0,0,3324.8186,75,1
34,1,0,1,1,7,0,1,0,0,0,0,0,0,0,2280.40139,79,1
36,1,1,1,1,7,1,1,0,0,0,0,0,0,0,2311.16176,79,1
15,0,1,1,1,7,1,0,0,0,0,0,0,0,0,2533.0397,79,1
14,0,0,1,1,7,0,0,0,0,0,0,0,0,0,2559.49815,79,1
45,1,0,1,1,14,1,1,0,0,0,0,0,0,0,2584.05543,75,1
35,1,1,1,1,14,1,1,0,0,0,0,0,0,0,2453.15571,75,1
13,0,0,1,1,14,1,0,0,0,0,0,0,0,0,2663.10401,75,1
55,1,0,4,2,.,1,1,1,1,1,0,0,0,1,2731.36418,75,1
51,1,1,4,2,.,1,1,0,0,0,0,0,0,0,2501.50446,75,1
20,0,0,4,2,.,1,0,0,0,0,0,0,0,0,3500.89466,75,1
23,0,0,4,2,.,1,1,0,0,0,0,0,0,0,3641.52374,75,1
33,1,1,1,1,.,0,0,1,0,0,0,0,0,0,2168.31345,79,1
14,0,1,1,1,.,0,0,0,0,0,0,0,0,0,2798.32426,79,1
22,0,0,4,2,8,1,1,0,0,0,0,0,0,0,3429.67442,75,1
13,0,1,4,2,8,1,0,0,0,0,0,0,0,0,2553.59518,75,1
19,0,0,4,2,8,1,1,0,0,0,0,0,0,0,3302.62422,75,1
